title,type,release_year,genres,platform,content_rating,imdb_rating,imdb_votes,country,tconst
Sonic X,TV Show,2003,Anime Series | Kids' TV,Netflix,TV-Y7,6.4,6526.0,RO,tt0367413
The Master,Movie,2012,Dramas | Independent Movies,Netflix,R,7.1,197155.0,SG,tt1560747
Time Is Illmatic,Movie,2014,Documentaries | Music & Musicals,Netflix,TV-MA,7.0,3405.0,GB,tt3549508
Wave of Cinema: One Day We'll Talk About Today,Movie,2020,Documentaries | International Movies | Music & Musicals,Netflix,TV-14,,,,
Zoot Suit,Movie,1981,Cult Movies | Dramas | Music & Musicals,Netflix,R,6.7,1497.0,US,tt0083365
Ajaibnya Cinta,TV Show,2015,International TV Shows | TV Dramas,Netflix,TV-PG,,,,
Dad Stop Embarrassing Me!,TV Show,2021,TV Comedies,Netflix,TV-14,4.3,2465.0,ZA,tt13018090
Fate: The Winx Saga,TV Show,2021,British TV Shows | International TV Shows | TV Dramas,Netflix,TV-MA,6.8,63031.0,IN,tt8179402
House of Cards,TV Show,2018,TV Dramas | TV Thrillers,Netflix,TV-MA,,,,
Indian Matchmaking,TV Show,2020,Reality TV | Romantic TV Shows,Netflix,TV-14,6.3,4545.0,ZA,tt12580168
Jeffrey Epstein: Filthy Rich,TV Show,2020,Crime TV Shows | Docuseries,Netflix,TV-MA,7.1,31469.0,IN,tt12312250
Law School,TV Show,2021,Crime TV Shows | International TV Shows | TV Dramas,Netflix,TV-14,7.9,3677.0,TR,tt13885336
Living with Yourself,TV Show,2019,TV Comedies | TV Dramas,Netflix,TV-MA,7.1,37143.0,US,tt8880894
Signal,TV Show,2016,Crime TV Shows | International TV Shows | Korean TV Shows,Netflix,TV-MA,8.5,11370.0,MX,tt5332206
Slasher,TV Show,2019,TV Horror | TV Mysteries | TV Thrillers,Netflix,TV-MA,,,,
The Soul,Movie,2021,Dramas | International Movies | Thrillers,Netflix,TV-MA,6.6,3616.0,IT,tt13598976
The Underclass,TV Show,2020,International TV Shows | TV Dramas | Teen TV Shows,Netflix,TV-MA,5.6,120.0,TH,tt12665438
Unnatural Selection,TV Show,2019,Docuseries | Science & Nature TV,Netflix,TV-MA,7.8,2289.0,ZA,tt11063952
Uppena,Movie,2020,Dramas | International Movies | Romantic Movies,Netflix,TV-14,6.5,4568.0,NZ,tt9633480
Why Did You Kill Me?,Movie,2021,Documentaries,Netflix,TV-MA,5.6,5075.0,US,tt14318430
Motu Patlu in Hong Kong: Kung Fu Kings 3,Movie,2017,Children & Family Movies | Music & Musicals,Netflix,TV-Y7,,,,
Motu Patlu in the City of Gold,Movie,2018,Children & Family Movies | Comedies | Music & Musicals,Netflix,TV-Y7,,,,
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Movie,2018,Children & Family Movies | Music & Musicals,Netflix,TV-Y7,,,,
Motu Patlu the Superheroes – Super Villains from Mars,Movie,2019,Children & Family Movies,Netflix,TV-Y7,,,,
My Love: Six Stories of True Love,TV Show,2021,Docuseries,Netflix,TV-PG,7.4,356.0,AU,tt14267526
Shiva VS Autobots,Movie,2018,Children & Family Movies,Netflix,TV-Y7,,,,
Shiva: Journey to Plunotaria,Movie,2019,Children & Family Movies,Netflix,TV-Y7,,,,
Shiva: The Secret World Of Vedas City,Movie,2017,Children & Family Movies,Netflix,TV-Y,,,,
The Baker and the Beauty,TV Show,2020,Romantic TV Shows | TV Comedies | TV Dramas,Netflix,TV-PG,7.3,5073.0,TR,tt9164986
New Gods: Nezha Reborn,Movie,2021,Action & Adventure | Anime Features | International Movies,Netflix,TV-14,6.8,4609.0,CA,tt13269670
"Nicky, Ricky, Dicky & Dawn",TV Show,2018,Kids' TV | TV Comedies,Netflix,TV-G,,,,
Don't be the First one,TV Show,2021,International TV Shows | Reality TV,Netflix,TV-14,,,,
The Stand-In,Movie,2020,Comedies,Netflix,R,4.7,4269.0,AU,tt7970348
Heaven Official's Blessing,TV Show,2020,Anime Series | International TV Shows | Romantic TV Shows,Netflix,TV-14,8.2,3806.0,CN,tt13375866
Night in Paradise,Movie,2021,Dramas | International Movies,Netflix,TV-MA,6.8,10474.0,CN,tt12792418
Ojukokoro: Greed,Movie,2016,Dramas | International Movies | Thrillers,Netflix,TV-MA,6.5,70.0,NG,tt6660922
Roohi,Movie,2021,Comedies | Horror Movies | International Movies,Netflix,TV-14,4.3,11447.0,AU,tt10098288
Thunder Force,Movie,2021,Action & Adventure | Comedies,Netflix,PG-13,4.6,47768.0,CA,tt10121392
Two Distant Strangers,Movie,2021,Dramas,Netflix,TV-MA,,,,
Story of Kale: When Someone's in Love,Movie,2020,Dramas | International Movies | Romantic Movies,Netflix,TV-PG,6.3,366.0,CA,tt13081264
The Way of the Househusband,TV Show,2021,Anime Series | International TV Shows,Netflix,TV-MA,7.3,7173.0,CA,tt13357124
Dolly Parton: A MusiCares Tribute,Movie,2021,Documentaries | Music & Musicals,Netflix,TV-PG,,,,
The Big Day,TV Show,2021,International TV Shows | Reality TV | Romantic TV Shows,Netflix,TV-14,4.6,391.0,IN,tt13887518
The Wedding Coach,TV Show,2021,Reality TV | Romantic TV Shows,Netflix,TV-MA,5.2,119.0,US,tt14210424
This Is a Robbery: The World's Biggest Art Heist,TV Show,2021,Crime TV Shows | Docuseries | TV Mysteries,Netflix,TV-MA,6.5,5078.0,ZA,tt14223858
The Last Kids on Earth: Happy Apocalypse to You,Movie,2021,Children & Family Movies | Comedies,Netflix,TV-Y7,,,,
Coded Bias,Movie,2020,Documentaries,Netflix,TV-MA,6.8,2898.0,DE,tt11394170
Mandela,Movie,2021,Comedies | Dramas | International Movies,Netflix,TV-14,8.3,9692.0,CA,tt10687070
The Fisherman's Diary,Movie,2020,Dramas | International Movies,Netflix,TV-MA,6.4,790.0,SE,tt13297136
What Lies Below,Movie,2020,Horror Movies | Thrillers,Netflix,TV-MA,4.4,9017.0,ZA,tt9264728
Escape from Planet Earth,Movie,2013,Children & Family Movies | Comedies | Sci-Fi & Fantasy,Netflix,PG,5.8,27755.0,ZA,tt0765446
Accepted,Movie,2006,Comedies,Netflix,PG-13,6.4,144042.0,IL,tt0384793
Air Strike,Movie,2018,Action & Adventure | Dramas | International Movies,Netflix,R,3.2,5028.0,CA,tt4743226
An American Girl: McKenna Shoots for the Stars,Movie,2012,Children & Family Movies | Comedies | Dramas,Netflix,TV-Y,5.7,924.0,AU,tt1969175
Concrete Cowboy,Movie,2021,Dramas | Independent Movies,Netflix,R,6.3,10266.0,IN,tt8846176
Cross: Rise of the Villains,Movie,2019,Action & Adventure,Netflix,R,2.0,397.0,JP,tt6197400
God Calling,Movie,2018,Dramas | Faith & Spirituality | International Movies,Netflix,TV-MA,6.0,182.0,US,tt9680512
Irul,Movie,2021,International Movies | Thrillers,Netflix,TV-MA,5.8,4058.0,IN,tt13103212
Just Say Yes,Movie,2021,Comedies | International Movies | Romantic Movies,Netflix,TV-MA,4.6,2239.0,IT,tt12154638
Madame Claude,Movie,2021,Dramas | International Movies,Netflix,TV-MA,5.5,4351.0,US,tt10307724
Wild Child,Movie,2008,Comedies | Romantic Movies,Netflix,PG-13,6.1,67504.0,ZA,tt1024255
Woody Woodpecker,Movie,2017,Children & Family Movies | Comedies,Netflix,PG,4.2,5975.0,US,tt2114504
2012,Movie,2009,Action & Adventure | Sci-Fi & Fantasy,Netflix,PG-13,5.8,415837.0,TH,tt1190080
3 Idiots,Movie,2009,Comedies | Dramas | International Movies,Netflix,PG-13,8.4,470734.0,TH,tt1187043
Ferrari Ki Sawaari,Movie,2012,Comedies | International Movies | Sports Movies,Netflix,TV-PG,6.4,9656.0,GB,tt2122340
Glimpses of a Future,TV Show,2020,Docuseries | International TV Shows,Netflix,TV-PG,,,,
Ibrahim a Fate to Define,Movie,2019,Documentaries | International Movies,Netflix,TV-PG,7.2,47.0,US,tt10777716
Insidious,Movie,2010,Horror Movies | Thrillers,Netflix,PG-13,6.8,360674.0,ES,tt1591095
Into the Grizzly Maze,Movie,2015,Action & Adventure | Horror Movies,Netflix,R,5.3,11330.0,ZA,tt1694021
Kingsglaive: Final Fantasy XV,Movie,2016,Action & Adventure | Sci-Fi & Fantasy,Netflix,PG-13,6.7,24007.0,IN,tt5595168
Legally Blonde,Movie,2001,Comedies | Romantic Movies,Netflix,PG-13,6.5,275402.0,AU,tt0250494
Madam Chief Minister,Movie,2020,Dramas | International Movies,Netflix,TV-14,4.9,1978.0,IT,tt13773882
Magical Andes,TV Show,2021,Docuseries | International TV Shows | Science & Nature TV,Netflix,TV-G,,,,
Maximum Risk,Movie,1996,Action & Adventure,Netflix,R,5.6,25369.0,EG,tt0117011
Murder Maps,TV Show,2017,British TV Shows | Crime TV Shows | Docuseries,Netflix,TV-MA,,,,
My Fair Lady,Movie,1964,Classic Movies | Music & Musicals,Netflix,G,7.7,106285.0,EC,tt0058385
Prank Encounters,TV Show,2021,Reality TV | TV Comedies | TV Horror,Netflix,TV-MA,,,,
S.W.A.T.: Under Siege,Movie,2017,Action & Adventure | International Movies,Netflix,R,4.6,5020.0,IN,tt6014472
Secrets of Great British Castles,TV Show,2016,British TV Shows | Docuseries | International TV Shows,Netflix,TV-PG,7.7,1324.0,IT,tt5181284
Seven Souls in the Skull Castle: Season Bird,Movie,2017,Action & Adventure | Dramas | International Movies,Netflix,TV-14,,,,
Seven Souls in the Skull Castle: Season Flower,Movie,2017,Action & Adventure | Dramas | International Movies,Netflix,TV-14,,,,
Seven Souls in the Skull Castle: Season Wind,Movie,2017,Action & Adventure | Dramas | International Movies,Netflix,TV-14,,,,
Sniper: Ghost Shooter,Movie,2016,Action & Adventure,Netflix,R,,,,
Starship Troopers: Traitor of Mars,Movie,2017,Action & Adventure | Sci-Fi & Fantasy,Netflix,R,5.5,6851.0,US,tt6977240
Takers,Movie,2010,Action & Adventure,Netflix,PG-13,6.2,67881.0,CA,tt1135084
Tersanjung the Movie,Movie,2021,Dramas | International Movies | Romantic Movies,Netflix,TV-14,5.9,263.0,US,tt11668994
The Knight and the Princess,Movie,2019,Action & Adventure | International Movies | Music & Musicals,Netflix,TV-PG,5.8,560.0,CA,tt10963790
The Pianist,Movie,2002,Dramas | Independent Movies | International Movies,Netflix,R,8.5,988911.0,EG,tt0253474
The Stepfather,Movie,2009,Horror Movies | Thrillers,Netflix,PG-13,5.6,42034.0,DE,tt0814335
Universal Soldier: The Return,Movie,1999,Action & Adventure,Netflix,R,4.2,31763.0,TH,tt0176269
Wazir,Movie,2016,Dramas | International Movies | Thrillers,Netflix,TV-14,7.1,20658.0,,tt0315642
White Boy,Movie,2017,Documentaries,Netflix,TV-MA,7.1,2393.0,ZA,tt5635638
Worn Stories,TV Show,2021,Docuseries | Reality TV,Netflix,TV-MA,6.7,364.0,US,tt14177168
Yes Man,Movie,2008,Comedies | Romantic Movies,Netflix,PG-13,6.8,399848.0,IL,tt1068680
At Eternity's Gate,Movie,2018,Dramas,Netflix,PG-13,6.9,43269.0,HK,tt6938828
Haunted: Latin America,TV Show,2021,International TV Shows | Reality TV | Spanish-Language TV Shows,Netflix,TV-14,5.3,751.0,IN,tt14164238
Not a Game,Movie,2020,Documentaries | International Movies | Sports Movies,Netflix,TV-MA,5.6,647.0,US,tt11843712
Robocar Poli,TV Show,2015,Kids' TV | Korean TV Shows,Netflix,TV-Y,,,,
Yu-Gi-Oh!,TV Show,2005,Anime Series | Kids' TV,Netflix,TV-Y7,,,,
7 Yards: The Chris Norton Story,Movie,2021,Documentaries,Netflix,TV-PG,7.8,318.0,CA,tt12439210
Octonauts & the Ring of Fire,Movie,2021,Children & Family Movies,Netflix,TV-Y,6.7,239.0,IN,tt13779166
Rainbow High,TV Show,2020,Kids' TV,Netflix,TV-Y,5.8,308.0,IN,tt13488080
Mandela: Long Walk to Freedom,Movie,2013,Dramas | International Movies,Netflix,PG-13,7.1,29863.0,LU,tt2304771
Lawless,Movie,2012,Dramas,Netflix,R,7.2,260680.0,IN,tt1212450
Marked,Movie,2021,Documentaries | International Movies,Netflix,TV-PG,,,,
A Week Away,Movie,2021,Children & Family Movies | Faith & Spirituality | Music & Musicals,Netflix,TV-PG,5.8,5901.0,IN,tt11388278
Bad Trip,Movie,2021,Comedies,Netflix,TV-MA,6.5,28639.0,DE,tt9684220
Big Time Rush,TV Show,2013,Kids' TV,Netflix,TV-G,,,,
Black Is Beltza,Movie,2018,Dramas | International Movies,Netflix,TV-MA,5.9,430.0,ES,tt8512986
Croupier,Movie,1998,Dramas | Independent Movies | Thrillers,Netflix,TV-MA,7.0,24530.0,IN,tt0159382
Elizabeth and Margaret: Love and Loyalty,Movie,2020,Documentaries,Netflix,TV-PG,7.5,527.0,US,tt14160744
Keeping the Bees,Movie,2020,Dramas | International Movies,Netflix,TV-14,5.8,1166.0,TR,tt12285116
Magic for Humans Spain,TV Show,2021,International TV Shows | Reality TV | Spanish-Language TV Shows,Netflix,TV-MA,5.9,114.0,,tt14136320
Ni de coña,Movie,2020,Comedies | International Movies,Netflix,TV-MA,2.8,474.0,CA,tt13167556
Pagglait,Movie,2021,Comedies | Dramas | International Movies,Netflix,TV-PG,6.9,11515.0,GB,tt11142762
The Irregulars,TV Show,2021,British TV Shows | Crime TV Shows | International TV Shows,Netflix,TV-14,6.1,18363.0,AE,tt10893694
Caught by a Wave,Movie,2021,Dramas | International Movies | Romantic Movies,Netflix,TV-14,5.8,1660.0,IT,tt12013758
DOTA: Dragon's Blood,TV Show,2021,Anime Series,Netflix,TV-MA,7.7,23340.0,AU,tt14069590
Pui Pui Molcar,TV Show,2021,Kids' TV,Netflix,TV-Y7,8.0,646.0,US,tt14202738
Secret Magic Control Agency,Movie,2021,Children & Family Movies | Comedies,Netflix,TV-Y7,6.2,5164.0,CA,tt13932162
Seaspiracy,Movie,2021,Documentaries,Netflix,TV-14,8.1,35285.0,ID,tt14152756
Loyiso Gola: Unlearning,Movie,2021,Stand-Up Comedy,Netflix,TV-MA,,,,
Men on a Mission,TV Show,2021,International TV Shows | Korean TV Shows | Stand-Up Comedy & Talk Shows,Netflix,TV-14,,,,
Navillera,TV Show,2021,International TV Shows | TV Dramas,Netflix,TV-14,8.7,3791.0,US,tt13885302
Philomena,Movie,2013,Dramas | Independent Movies | International Movies,Netflix,PG-13,7.6,106518.0,US,tt2431286
Any Crybabies Around?,Movie,2020,Dramas | International Movies,Netflix,TV-MA,6.0,231.0,AR,tt13082008
Hospital,Movie,2020,Horror Movies | International Movies,Netflix,TV-MA,3.3,660.0,IN,tt14288764
Jiu Jitsu,Movie,2020,Action & Adventure,Netflix,R,2.9,11163.0,ZA,tt9624766
Mighty Morphin Power Rangers,TV Show,2010,Kids' TV,Netflix,TV-Y7,,,,
Alien TV,TV Show,2021,Kids' TV | TV Comedies,Netflix,TV-Y7,,,,
Country Comfort,TV Show,2021,TV Comedies,Netflix,TV-PG,6.8,4573.0,AU,tt11717394
Formula 1: Drive to Survive,TV Show,2021,Docuseries,Netflix,TV-MA,,,,
Reframe THEATER EXPERIENCE with you,Movie,2020,International Movies | Music & Musicals,Netflix,TV-G,,,,
The Yin Yang Master,Movie,2021,Action & Adventure | International Movies,Netflix,TV-14,6.4,3458.0,IN,tt12151820
Who's the Boss,Movie,2020,Comedies | International Movies | Romantic Movies,Netflix,TV-MA,5.7,49.0,NG,tt13370858
B: The Beginning,TV Show,2021,Anime Series | Crime TV Shows | International TV Shows,Netflix,TV-MA,,,,
Deadly Illusions,Movie,2021,Thrillers,Netflix,R,3.8,14304.0,CA,tt7897330
Get the Goat,Movie,2021,Action & Adventure | Comedies | International Movies,Netflix,TV-14,6.0,2152.0,BR,tt14111726
Nate Bargatze: The Greatest Average American,Movie,2021,Stand-Up Comedy,Netflix,TV-G,,,,
Skylines,Movie,2020,Action & Adventure,Netflix,R,4.8,10007.0,DE,tt9387250
The Fluffy Movie,Movie,2014,Stand-Up Comedy,Netflix,PG-13,7.2,4364.0,DE,tt3532608
The Present,Movie,2020,Dramas | International Movies,Netflix,TV-MA,,,,
Wave of Cinema: 90's Generation,Movie,2020,Documentaries | International Movies | Music & Musicals,Netflix,TV-PG,,,,
Catch.er,Movie,2017,Dramas | International Movies | Thrillers,Netflix,TV-14,4.7,37.0,US,tt8607728
Operation Varsity Blues: The College Admissions Scandal,Movie,2021,Documentaries,Netflix,R,6.9,9283.0,US,tt14111734
Under Suspicion: Uncovering the Wesphael Case,TV Show,2021,Crime TV Shows | Docuseries | International TV Shows,Netflix,TV-14,6.3,866.0,FR,tt14078186
Get on Up,Movie,2014,Dramas | Music & Musicals,Netflix,PG-13,6.9,26931.0,PL,tt2473602
RebellComedy: Straight Outta the Zoo,Movie,2021,Stand-Up Comedy,Netflix,TV-MA,,,,
Savages,Movie,2012,Dramas | Thrillers,Netflix,R,6.4,137791.0,HK,tt1615065
Waffles + Mochi,TV Show,2021,Kids' TV,Netflix,TV-Y,7.2,623.0,ID,tt14035218
Abla Fahita: Drama Queen,TV Show,2021,Crime TV Shows | International TV Shows | TV Comedies,Netflix,TV-14,6.5,514.0,KR,tt11570224
C/O Kaadhal,Movie,2021,Dramas | International Movies | Romantic Movies,Netflix,TV-14,7.7,415.0,SG,tt11803618
The BFG,Movie,2016,Children & Family Movies | Dramas,Netflix,PG,6.3,97968.0,AU,tt3691740
The Last Blockbuster,Movie,2020,Documentaries,Netflix,TV-14,6.7,6268.0,FR,tt8704802
The Lost Pirate Kingdom,TV Show,2021,Docuseries | Science & Nature TV | TV Action & Adventure,Netflix,TV-MA,6.6,3732.0,AE,tt14057360
Zero Chill,TV Show,2021,British TV Shows | Kids' TV | TV Dramas,Netflix,TV-G,5.7,2108.0,IN,tt12083014
Audrey,Movie,2020,Documentaries,Netflix,TV-14,7.1,2797.0,ES,tt10731386
Çarsi Pazar,Movie,2015,Comedies | International Movies,Netflix,TV-MA,5.2,2130.0,TR,tt4324242
Just In Time,Movie,2020,Comedies | Dramas | International Movies,Netflix,TV-G,7.1,71.0,KE,tt14243986
Love Alarm,TV Show,2021,International TV Shows | Korean TV Shows | Romantic TV Shows,Netflix,TV-MA,,,,
Mucize,Movie,2015,Dramas | International Movies,Netflix,TV-14,7.6,15327.0,SE,tt3138782
Paper Lives,Movie,2021,Dramas | International Movies,Netflix,TV-MA,6.6,14714.0,CA,tt13045890
Paradise PD,TV Show,2021,TV Comedies,Netflix,TV-MA,,,,
Quiet,Movie,2020,Dramas | International Movies | Music & Musicals,Netflix,TV-MA,,,,
Romantik Komedi,Movie,2010,Comedies | International Movies | Romantic Movies,Netflix,TV-MA,5.3,5599.0,TR,tt1587263
Romantik Komedi 2: Bekarlığa Veda,Movie,2013,Comedies | International Movies | Romantic Movies,Netflix,TV-MA,,,,
The One,TV Show,2021,British TV Shows | Crime TV Shows | International TV Shows,Netflix,TV-MA,6.6,14669.0,JP,tt13879466
YES DAY,Movie,2021,Children & Family Movies | Comedies,Netflix,PG,5.7,33760.0,HK,tt8521876
You're Everything To Me,Movie,2016,Comedies | Dramas | Independent Movies,Netflix,TV-PG,6.2,3197.0,DE,tt5748380
Coven of Sisters,Movie,2021,Dramas | Independent Movies | International Movies,Netflix,TV-MA,,,,
Generasi 90an: Melankolia,Movie,2020,Dramas | International Movies,Netflix,TV-14,5.5,220.0,FR,tt11835236
The Block Island Sound,Movie,2020,Horror Movies | Independent Movies,Netflix,TV-MA,5.4,10392.0,FR,tt8747160
Dealer,TV Show,2021,Crime TV Shows | International TV Shows | TV Action & Adventure,Netflix,TV-MA,6.2,859.0,CA,tt13702252
Last Chance U: Basketball,TV Show,2021,Docuseries,Netflix,TV-MA,8.3,3780.0,EG,tt13087512
Marriage or Mortgage,TV Show,2021,Reality TV | Romantic TV Shows,Netflix,TV-G,5.3,516.0,ID,tt14037542
The Houseboat,TV Show,2021,Docuseries | International TV Shows,Netflix,TV-14,7.1,1334.0,DE,tt14019016
Bombay Begums,TV Show,2021,International TV Shows | TV Dramas,Netflix,TV-MA,5.1,5163.0,IN,tt10238792
Bombay Rose,Movie,2021,Dramas | Independent Movies | International Movies,Netflix,PG-13,,,,
My Way,TV Show,2015,International TV Shows | TV Dramas,Netflix,TV-14,7.4,243.0,CA,tt5528490
Aelay,Movie,2021,Comedies | Dramas | Independent Movies,Netflix,TV-14,7.0,808.0,SG,tt10275546
City of Ghosts,TV Show,2021,Kids' TV,Netflix,TV-Y7,7.5,500.0,PH,tt10380896
Dogwashers,Movie,2021,Comedies | Dramas | International Movies,Netflix,TV-MA,5.7,694.0,ES,tt13248198
Fate of Alakada,Movie,2020,Comedies | International Movies,Netflix,TV-14,4.9,106.0,NG,tt11829884
Nevenka: Breaking the Silence,TV Show,2021,Docuseries | International TV Shows | Spanish-Language TV Shows,Netflix,TV-MA,6.9,829.0,EC,tt14091172
Pokémon Journeys: The Series,TV Show,2021,Anime Series | Kids' TV | TV Action & Adventure,Netflix,TV-Y7,,,,
Sentinelle,Movie,2021,Action & Adventure | Dramas | International Movies,Netflix,TV-MA,4.8,9107.0,CA,tt11734264
Mariposa,Movie,2020,Comedies | International Movies | Romantic Movies,Netflix,TV-14,6.7,963.0,CA,tt11470064
Pacific Rim: The Black,TV Show,2021,Anime Series,Netflix,TV-14,7.0,6676.0,TH,tt9288848
Parker,Movie,2013,Action & Adventure,Netflix,R,6.2,134570.0,AR,tt1904996
Safe Haven,Movie,2013,Dramas | Romantic Movies,Netflix,PG-13,6.7,120104.0,IN,tt1702439
Moxie,Movie,2021,Comedies | Dramas | Music & Musicals,Netflix,PG-13,6.7,30256.0,TR,tt6432466
Murder Among the Mormons,TV Show,2021,Crime TV Shows | Docuseries,Netflix,TV-14,7.0,7752.0,SG,tt13987620
Black or White,Movie,2014,Dramas,Netflix,PG-13,6.6,14360.0,SG,tt2883434
Indoo Ki Jawani,Movie,2020,Action & Adventure | Comedies | International Movies,Netflix,TV-14,3.4,6799.0,IN,tt11112526
Word Party,TV Show,2021,Kids' TV,Netflix,TV-Y,,,,
A Perfect Day For Arsenide,TV Show,2019,Classic & Cult TV | Crime TV Shows | International TV Shows,Netflix,TV-MA,,,,
Banyuki,Movie,2009,Action & Adventure | Dramas | International Movies,Netflix,TV-PG,,,,
Biggie: I Got a Story to Tell,Movie,2021,Documentaries | Music & Musicals,Netflix,R,6.8,5775.0,MX,tt14058484
Blanche Gardin: The All-Nighter,Movie,2021,Stand-Up Comedy,Netflix,TV-MA,,,,
Connected,Movie,2021,Documentaries | International Movies | Music & Musicals,Netflix,TV-G,7.6,138683.0,GB,tt7979580
Dances with Wolves,Movie,1990,Action & Adventure | Classic Movies | Dramas,Netflix,PG-13,8.0,305104.0,AU,tt0099348
How to Be Really Bad,Movie,2018,Comedies | International Movies,Netflix,TV-14,6.3,1837.0,EC,tt5571754
LEGO Marvel Spider-Man: Vexed by Venom,Movie,2019,Children & Family Movies | Comedies,Netflix,TV-Y,,,,
Rain Man,Movie,1988,Classic Movies | Dramas,Netflix,R,8.0,574247.0,AR,tt0095953
Seven Souls in the Skull Castle 2011,Movie,2011,Action & Adventure | Dramas | International Movies,Netflix,TV-14,,,,
Tenacious D in The Pick of Destiny,Movie,2006,Comedies | Cult Movies | Music & Musicals,Netflix,R,6.8,118505.0,NL,tt0365830
TIGER & BUNNY,TV Show,2011,Anime Series | International TV Shows,Netflix,TV-14,7.4,1801.0,JP,tt2061527
Bigfoot Family,Movie,2021,Children & Family Movies | Comedies,Netflix,TV-Y7,5.8,4030.0,GB,tt9204164
Captain Fantastic,Movie,2016,Comedies | Dramas | Independent Movies,Netflix,R,7.8,247237.0,SG,tt3553976
Crazy About Her,Movie,2021,Comedies | International Movies | Romantic Movies,Netflix,TV-MA,6.6,6841.0,ES,tt11698630
Fuga,Movie,2006,Dramas | Independent Movies | International Movies,Netflix,TV-MA,6.3,1274.0,AR,tt0442236
Ginny & Georgia - The Afterparty,Movie,2021,Comedies | Dramas,Netflix,TV-MA,,,,
No Escape,Movie,2015,Action & Adventure,Netflix,R,6.8,97444.0,SG,tt1781922
Our Idiot Brother,Movie,2011,Comedies | Dramas | Independent Movies,Netflix,R,6.4,92111.0,ZA,tt1637706
The Girl on the Train,Movie,2021,International Movies | Thrillers,Netflix,TV-MA,4.0,15310.0,US,tt8907992
Tony Manero,Movie,2008,Dramas | Independent Movies | International Movies,Netflix,TV-MA,6.8,4694.0,GB,tt1223975
Who Am I,Movie,2014,International Movies | Thrillers,Netflix,TV-MA,7.4,65841.0,CA,tt3042408
El final del paraíso,TV Show,2019,Crime TV Shows | International TV Shows | Spanish-Language TV Shows,Netflix,TV-MA,4.9,329.0,US,tt10367818
Geez & Ann,Movie,2021,Dramas | International Movies | Romantic Movies,Netflix,TV-PG,5.2,362.0,FR,tt11936782
Sin senos sí hay paraíso,TV Show,2018,International TV Shows | Spanish-Language TV Shows | TV Dramas,Netflix,TV-MA,,,,
The Last Bastion,TV Show,2018,International TV Shows | Spanish-Language TV Shows | TV Dramas,Netflix,TV-MA,7.2,72.0,EC,tt13107608
Age of Samurai: Battle for Japan,TV Show,2021,Docuseries | International TV Shows,Netflix,TV-MA,7.4,5662.0,IN,tt10551256
"Blue, Painful, Fragile",Movie,2020,International Movies | Thrillers,Netflix,TV-14,6.2,255.0,US,tt11928696
Canine Intervention,TV Show,2021,Reality TV,Netflix,TV-PG,6.7,1014.0,US,tt13932598
Ginny & Georgia,TV Show,2021,Romantic TV Shows | TV Comedies | TV Dramas,Netflix,TV-14,7.5,102969.0,TR,tt10813940
M8 - When Death Rescues Life,Movie,2019,Dramas | International Movies,Netflix,TV-MA,7.1,887.0,BR,tt11321572
Two Sentence Horror Stories,TV Show,2021,TV Horror | Teen TV Shows,Netflix,TV-14,,,,
Brian Regan: On the Rocks,Movie,2021,Stand-Up Comedy,Netflix,TV-G,,,,
Made You Look: A True Story About Fake Art,Movie,2020,Documentaries | International Movies,Netflix,TV-14,7.0,5111.0,US,tt11994750
Pelé,Movie,2021,Documentaries | International Movies | Sports Movies,Netflix,TV-14,7.0,6036.0,ES,tt13842562
Red,Movie,2021,Dramas | International Movies,Netflix,TV-14,6.5,2904.0,IN,tt11191344
Zindagi in Short,TV Show,2020,International TV Shows | TV Dramas,Netflix,TV-MA,,,,
The Conjuring,Movie,2013,Horror Movies | Thrillers,Netflix,R,7.5,607813.0,EG,tt1457767
The Conjuring 2,Movie,2016,Horror Movies,Netflix,R,7.3,334018.0,AU,tt3065204
Vincenzo,TV Show,2021,International TV Shows | TV Comedies | TV Dramas,Netflix,TV-14,8.4,37844.0,NL,tt13433812
Classmates Minus,Movie,2020,Comedies | Dramas | Independent Movies,Netflix,TV-MA,7.1,2107.0,US,tt12899858
Fate: The Winx Saga - The Afterparty,Movie,2021,Comedies | Dramas,Netflix,TV-14,,,,
Operation Finale,Movie,2018,Dramas | Thrillers,Netflix,PG-13,6.6,52507.0,GB,tt5208252
Wave of Cinema: Surat dari Timur,Movie,2020,Documentaries | International Movies | Music & Musicals,Netflix,TV-G,,,,
I Care a Lot,Movie,2021,Comedies | LGBTQ Movies | Thrillers,Netflix,R,6.4,156135.0,GB,tt9893250
Love,Movie,2020,Dramas | Independent Movies | International Movies,Netflix,TV-14,6.9,1815.0,SG,tt12573294
Perú: Tesoro escondido,Movie,2017,Documentaries | International Movies,Netflix,TV-PG,6.1,644.0,UY,tt7679306
Pitta Kathalu,TV Show,2021,International TV Shows | TV Dramas,Netflix,TV-MA,5.2,858.0,SG,tt13878800
Tribes of Europa,TV Show,2021,International TV Shows | TV Action & Adventure | TV Dramas,Netflix,TV-MA,6.7,14783.0,US,tt9184982
Eeb Allay Ooo!,Movie,2019,Comedies | Dramas | Independent Movies,Netflix,TV-MA,7.2,1874.0,US,tt9343754
"Hello, Me!",TV Show,2021,International TV Shows | Romantic TV Shows | TV Comedies,Netflix,TV-14,7.2,1206.0,KR,tt13670090
