title,type,release_year,genres,platform,content_rating,imdb_rating,imdb_votes,country,tconst
Mickey's Once Upon a Christmas,Movie,1999,Animation | Anthology | Comedy,Disney+,TV-G,,,,
Mickey's Rival,Movie,1936,Animation | Comedy | Family,Disney+,TV-G,,,,
Mickey's Trailer,Movie,1938,Animation | Comedy | Family,Disney+,TV-PG,,,,
Mickey's Twice Upon a Christmas,Movie,2004,Animation | Anthology | Comedy,Disney+,G,,,,
Mighty Joe Young,Movie,1998,Action-Adventure | Animals & Nature | Family,Disney+,PG,5.7,32183.0,ZA,tt0120751
Mike's New Car,Movie,2002,Animation | Buddy | Comedy,Disney+,TV-G,,,,
Minutemen,Movie,2008,Action-Adventure | Comedy | Science Fiction,Disney+,TV-G,,,,
Miracle,Movie,2004,Drama | Historical | Sports,Disney+,PG,7.5,62267.0,CA,tt0349825
Miracle at Midnight,Movie,1998,Drama | Historical,Disney+,TV-14,,,,
Miracle in Lane 2,Movie,2000,Biographical | Drama | Sports,Disney+,TV-G,,,,
Miracle Landing on the Hudson,Movie,2014,Action-Adventure | Documentary,Disney+,TV-G,,,,
Mission to the Sun,Movie,2018,Documentary,Disney+,TV-PG,,,,
Moana,Movie,2016,Action-Adventure | Animation | Family,Disney+,PG,7.6,428491.0,US,tt3521164
Mom's Got a Date With a Vampire,Movie,2000,Comedy | Fantasy,Disney+,TV-PG,,,,
Monsters University,Movie,2013,Animation | Buddy | Comedy,Disney+,G,7.2,416350.0,EG,tt1453405
"Monsters, Inc.",Movie,2001,Animation | Buddy | Comedy,Disney+,G,8.1,1050205.0,HK,tt0198781
Motocrossed,Movie,2001,Drama | Sports,Disney+,TV-G,,,,
Mr. Boogedy,Movie,1986,Comedy | Fantasy,Disney+,TV-PG,,,,
Mr. Duck Steps Out,Movie,1940,Animation | Comedy | Family,Disney+,TV-G,,,,
Mr. Mouse Takes a Trip,Movie,1940,Animation | Comedy | Family,Disney+,TV-G,,,,
Mulan II,Movie,2005,Action-Adventure | Animation | Family,Disney+,G,,,,
Muppet Moments (Shorts),TV Show,2014,Anthology | Comedy | Kids,Disney+,TV-Y7,7.7,64.0,CA,tt4555736
Muppet Treasure Island,Movie,1996,Action-Adventure | Comedy | Family,Disney+,G,6.9,28491.0,US,tt0117110
Muppets Most Wanted,Movie,2014,Action-Adventure | Comedy | Family,Disney+,PG,6.4,38730.0,AU,tt2281587
My Favorite Martian,Movie,1999,Comedy | Science Fiction,Disney+,PG,5.1,14979.0,PH,tt0120764
My Friends Tigger & Pooh,TV Show,2006,Animation | Kids,Disney+,TV-Y,5.4,627.0,AU,tt0805905
National Treasure: Book of Secrets,Movie,2007,Action-Adventure | Mystery | Thriller,Disney+,PG,6.5,264219.0,EC,tt0465234
Newsies,Movie,1992,Coming of Age | Drama | Family,Disney+,PG,6.9,23821.0,PH,tt0104990
Newsies: The Broadway Musical,Movie,2017,Coming of Age | Drama | Family,Disney+,PG,8.2,4035.0,CA,tt6346162
Noelle,Movie,2019,Comedy | Family | Fantasy,Disney+,G,6.3,29853.0,DE,tt5097410
Now You See It,Movie,2005,Coming of Age | Fantasy,Disney+,TV-G,,,,
Olaf's Frozen Adventure,Movie,2017,Animation | Comedy | Family,Disney+,G,,,,
Old Yeller,Movie,1957,Animals & Nature | Drama | Family,Disney+,G,7.2,16314.0,IN,tt0050798
Oliver & Company,Movie,1988,Action-Adventure | Animation | Musical,Disney+,G,6.6,56084.0,US,tt0095776
Once Upon a Mattress,Movie,2005,Comedy | Family | Fantasy,Disney+,TV-PG,,,,
One Magic Christmas,Movie,1985,Drama | Fantasy,Disney+,G,6.4,4823.0,AU,tt0089731
One Man Band,Movie,2006,Animation | Comedy | Family,Disney+,G,,,,
Operation Dumbo Drop,Movie,1995,Action-Adventure | Animals & Nature | Comedy,Disney+,PG,5.2,10119.0,AU,tt0114048
Origins: The Journey of Humankind,TV Show,2016,Docuseries | Historical,Disney+,TV-14,6.7,724.0,ZA,tt6091694
Out of the Box,TV Show,1998,Kids,Disney+,TV-G,7.4,1141.0,AU,tt0277514
Paris To Pittsburgh,Movie,2018,Documentary,Disney+,TV-PG,6.4,209.0,GB,tt9236264
Partly Cloudy,Movie,2009,Animation | Comedy | Family,Disney+,G,,,,
Party Central,Movie,2014,Animation | Comedy | Family,Disney+,PG,,,,
Perri,Movie,1957,Animals & Nature | Documentary | Family,Disney+,G,6.7,714.0,RS,tt0050837
Pete's Dragon,Movie,2016,Action-Adventure | Family | Fantasy,Disney+,PG,6.7,63745.0,AU,tt2788732
Peter Pan,Movie,1953,Action-Adventure | Animation | Family,Disney+,G,7.3,162594.0,SG,tt0046183
Peter Pan: Return to Never Land,Movie,2002,Action-Adventure | Animation | Family,Disney+,G,,,,
Phantom of the Megaplex,Movie,2000,Comedy | Coming of Age,Disney+,TV-G,,,,
Phil of the Future,TV Show,2003,Comedy | Coming of Age | Kids,Disney+,TV-G,6.9,8317.0,JP,tt0340281
Phineas and Ferb,TV Show,2007,Action-Adventure | Animation | Comedy,Disney+,TV-G,8.1,65222.0,IN,tt0852863
Phineas and Ferb the Movie: Across the 2nd Dimension,Movie,2011,Action-Adventure | Animation | Comedy,Disney+,TV-G,,,,
Phineas and Ferb: Mission Marvel,Movie,2013,Action-Adventure | Animation | Comedy,Disney+,TV-G,,,,
Piglet's Big Movie,Movie,2003,Action-Adventure | Animation | Kids,Disney+,G,6.1,9344.0,EC,tt0323642
Pinocchio,Movie,1940,Animation | Family | Fantasy,Disney+,G,7.5,169557.0,AU,tt0032910
Piper,Movie,2016,Animals & Nature | Animation | Family,Disney+,G,6.4,2116.0,KR,tt4718500
Pirates of the Caribbean: At World's End,Movie,2007,Action-Adventure | Fantasy,Disney+,PG-13,7.1,731422.0,EG,tt0449088
Pirates of the Caribbean: Dead Man's Chest,Movie,2006,Action-Adventure | Fantasy,Disney+,PG-13,7.4,811043.0,ID,tt0383574
Pirates of the Caribbean: The Curse of the Black Pearl,Movie,2003,Action-Adventure | Fantasy,Disney+,PG-13,8.1,1294456.0,IN,tt0325980
Pixar In Real Life,TV Show,2019,Anthology | Comedy | Family,Disney+,TV-G,6.4,988.0,PH,tt11199558
Pixel Perfect,Movie,2004,Comedy | Coming of Age | Music,Disney+,TV-G,,,,
Planet of the Birds,Movie,2018,Animals & Nature | Documentary | Family,Disney+,TV-PG,,,,
Pluto and the Gopher,Movie,1950,Animation | Comedy | Family,Disney+,TV-PG,,,,
Pluto's Christmas Tree,Movie,1952,Animation | Family | Kids,Disney+,TV-Y7,,,,
Pluto's Surprise Package,Movie,1949,Animation | Comedy | Family,Disney+,TV-G,,,,
Pluto's Sweater,Movie,1949,Animation | Comedy | Family,Disney+,TV-G,,,,
Pocahontas,Movie,1995,Action-Adventure | Animation | Family,Disney+,G,6.7,214090.0,RO,tt0114148
Pocahontas II: Journey to a New World,Movie,1998,Action-Adventure | Animation | Family,Disney+,G,,,,
Pollyanna,Movie,1960,Coming of Age | Drama | Family,Disney+,G,7.4,12256.0,EC,tt0054195
Pooh's Grand Adventure: The Search for Christopher Robin,Movie,1997,Action-Adventure | Animation | Kids,Disney+,TV-G,,,,
Pooh's Heffalump Movie,Movie,2005,Action-Adventure | Animation | Kids,Disney+,G,6.4,9141.0,AU,tt0407121
Presto,Movie,2008,Animation | Family | Kids,Disney+,G,,,,
Princess Protection Program,Movie,2009,Buddy | Comedy | Coming of Age,Disney+,TV-G,,,,
Purl,Movie,2019,Animation | Comedy | Family,Disney+,PG,,,,
Quack Pack,TV Show,1996,Action-Adventure | Animation | Comedy,Disney+,TV-Y,6.7,4652.0,GB,tt0136658
Queen of Katwe,Movie,2016,Biographical | Drama | Sports,Disney+,PG,7.4,19676.0,IT,tt4341582
Quints,Movie,2000,Comedy | Coming of Age,Disney+,TV-G,,,,
Ratatouille,Movie,2007,Animation | Comedy | Family,Disney+,G,8.1,913602.0,SG,tt0382932
Read It and Weep,Movie,2006,Comedy | Coming of Age | Drama,Disney+,TV-G,,,,
Ready to Run,Movie,2000,Animals & Nature | Coming of Age | Family,Disney+,TV-G,,,,
Recess: All Growed Down,Movie,2003,Animation | Comedy | Family,Disney+,G,,,,
Recess: School's Out,Movie,2001,Animation | Comedy | Family,Disney+,G,6.5,12350.0,AU,tt0265632
Recess: Taking the 5th Grade,Movie,2003,Animation | Comedy | Family,Disney+,G,,,,
Red's Dream,Movie,1987,Animation | Drama | Family,Disney+,TV-G,,,,
Remember the Titans,Movie,2000,Drama | Historical | Sports,Disney+,PG,7.8,244838.0,AE,tt0210945
Rescue Dog,Movie,1947,Animation | Comedy | Family,Disney+,TV-G,,,,
Return from Witch Mountain,Movie,1978,Action-Adventure | Family | Science Fiction,Disney+,G,5.7,6035.0,AU,tt0078158
Return to Halloweentown,Movie,2006,Family | Fantasy,Disney+,TV-PG,,,,
Return to Oz,Movie,1985,Action-Adventure | Family | Fantasy,Disney+,PG,6.8,33150.0,PH,tt0089908
Richie Rich's Christmas Wish,Movie,1998,Action-Adventure | Comedy | Family,Disney+,G,,,,
Right on Track,Movie,2003,Buddy | Family | Sports,Disney+,TV-G,,,,
Riley’s First Date?,Movie,2015,Animation | Comedy | Coming of Age,Disney+,G,,,,
Rip Girls,Movie,2000,Coming of Age | Drama,Disney+,TV-G,,,,
Robin Hood,Movie,1973,Action-Adventure | Animation | Family,Disney+,G,7.5,147301.0,US,tt0070608
Rocky Mountain Animal Rescue,TV Show,2018,Animals & Nature | Docuseries | Family,Disney+,TV-PG,7.8,64.0,GB,tt8053430
Rogue One: A Star Wars Story,Movie,2016,Action-Adventure | Science Fiction,Disney+,PG-13,7.8,740353.0,SG,tt3748528
Roving Mars,Movie,2006,Documentary | Family,Disney+,G,,,,
Ruby Bridges,Movie,1998,Biographical | Drama | Historical,Disney+,TV-PG,,,,
Sacred Planet,Movie,2004,Animals & Nature | Documentary | Family,Disney+,G,,,,
Saludos Amigos,Movie,1943,Animation | Comedy | Family,Disney+,TV-PG,,,,
"Sammy, The Way-Out Seal",Movie,1962,Animals & Nature | Comedy | Family,Disney+,TV-G,,,,
Sanjay's Super Team,Movie,2015,Action-Adventure | Animation | Family,Disney+,PG,,,,
Santa Paws 2: The Santa Pups,Movie,2012,Fantasy | Musical,Disney+,G,4.7,1766.0,US,tt2414212
Santa's Workshop,Movie,1932,Animation | Family | Fantasy,Disney+,TV-G,,,,
Saving Mr. Banks,Movie,2013,Biographical | Drama | Historical,Disney+,PG-13,7.5,174255.0,DE,tt2140373
Science Fair,Movie,2018,Documentary | Family,Disney+,PG,7.6,717.0,GB,tt7153434
Sea of Hope: America's Underwater Treasures,Movie,2017,Action-Adventure | Animals & Nature | Documentary,Disney+,TV-PG,7.6,72.0,US,tt6348518
Secret of The Wings,Movie,2012,Animation | Fantasy | Kids,Disney+,G,7.0,15755.0,ZA,tt1217213
Secretariat,Movie,2010,Animals & Nature | Biographical | Drama,Disney+,PG,7.2,32199.0,IL,tt1028576
Secrets of Christ's Tomb: Explorer Special,Movie,2017,Documentary | Historical,Disney+,TV-PG,,,,
Secrets of Life,Movie,1956,Animals & Nature | Documentary | Family,Disney+,TV-PG,7.2,373.0,GB,tt0049733
Secrets of the King Cobra,Movie,2012,Animals & Nature | Documentary,Disney+,TV-PG,,,,
Shake It Up,TV Show,2010,Buddy | Comedy | Coming of Age,Disney+,TV-G,5.0,15467.0,AU,tt1661326
Sharks of Lost Island,Movie,2013,Action-Adventure | Animals & Nature | Documentary,Disney+,TV-PG,,,,
Sharpay's Fabulous Adventure,Movie,2011,Comedy | Coming of Age | Music,Disney+,TV-G,,,,
Shipwrecked,Movie,1991,Action-Adventure | Coming of Age | Family,Disney+,PG,6.5,3408.0,NO,tt0099816
Silver Surfer,TV Show,1997,Action-Adventure | Animation | Kids,Disney+,TV-Y7,7.0,3229.0,DE,tt0203268
Simpsons Movie,Movie,2007,Action-Adventure | Animation | Comedy,Disney+,PG-13,7.3,360389.0,US,tt0462538
Sister Act,Movie,1992,Comedy | Crime | Family,Disney+,PG,6.5,115957.0,ID,tt0105417
Sister Act 2: Back in the Habit,Movie,1993,Comedy | Family | Music,Disney+,PG,5.7,62525.0,NO,tt0108147
Skyrunners,Movie,2009,Action-Adventure | Science Fiction,Disney+,TV-PG,,,,
Sleeping Beauty,Movie,1959,Animation | Family | Fantasy,Disney+,G,7.2,169559.0,PH,tt0053285
Smart House,Movie,1999,Comedy | Coming of Age | Drama,Disney+,TV-G,,,,
Smash and Grab,Movie,2019,Animation | Buddy | Family,Disney+,PG,,,,
Snow White and The Seven Dwarfs,Movie,1937,Animation | Family | Fantasy,Disney+,G,7.6,234775.0,KR,tt0029583
Snowball Express,Movie,1972,Comedy | Family | Sports,Disney+,G,6.3,2229.0,AU,tt0069291
Snowglobe,Movie,2007,Comedy | Family | Fantasy,Disney+,TV-PG,,,,
So Weird,TV Show,1999,Fantasy | Kids | Mystery,Disney+,TV-Y7,8.3,3526.0,AU,tt0169247
Society Dog Show,Movie,1939,Animation | Comedy | Family,Disney+,TV-G,,,,
Spider-Man (Shorts),TV Show,2016,Action-Adventure | Animation | Kids,Disney+,TV-Y7,6.2,3804.0,US,tt6135682
Spider-Man and His Amazing Friends,TV Show,1982,Action-Adventure | Animation | Kids,Disney+,TV-Y7,7.1,4471.0,IN,tt0083481
Spider-Man Unlimited,TV Show,1999,Action-Adventure | Animation | Kids,Disney+,TV-Y7,6.3,4541.0,ZA,tt0207120
Spider-Woman,TV Show,1979,Action-Adventure | Animation | Kids,Disney+,TV-Y7,5.8,1125.0,US,tt0197911
Star Wars Forces of Destiny (Shorts),TV Show,2016,Action-Adventure | Animation | Anthology,Disney+,TV-Y7,5.4,2943.0,IT,tt6779076
Star Wars Rebels,TV Show,2014,Action-Adventure | Animation | Kids,Disney+,TV-Y7,8.1,66261.0,SG,tt2930604
Star Wars Rebels (Shorts),TV Show,2014,Action-Adventure | Animation | Kids,Disney+,TV-Y7,8.1,66261.0,SG,tt2930604
Star Wars: A New Hope (Episode IV),Movie,1977,Action-Adventure | Science Fiction,Disney+,PG,8.6,1538496.0,US,tt0076759
Star Wars: Attack of the Clones (Episode II),Movie,2002,Action-Adventure | Science Fiction,Disney+,PG,6.6,805064.0,EC,tt0121765
Star Wars: Blips,TV Show,2019,Series,Disney+,TV-Y7-FV,,,,
Star Wars: Return of the Jedi (Episode VI),Movie,1983,Action-Adventure | Science Fiction,Disney+,PG,8.3,1186668.0,CA,tt0086190
Star Wars: Revenge of the Sith (Episode III),Movie,2005,Action-Adventure | Science Fiction,Disney+,PG-13,7.6,902757.0,HK,tt0121766
Star Wars: The Empire Strikes Back (Episode V),Movie,1980,Action-Adventure | Science Fiction,Disney+,PG,8.7,1472190.0,IN,tt0080684
Star Wars: The Force Awakens (Episode VII),Movie,2015,Action-Adventure | Science Fiction,Disney+,PG-13,7.7,1012439.0,ZA,tt2488496
Star Wars: The Phantom Menace (Episode I),Movie,1999,Action-Adventure | Science Fiction,Disney+,PG,6.5,909064.0,PH,tt0120915
Starstruck,Movie,2010,Comedy | Coming of Age | Music,Disney+,TV-G,,,,
Steamboat Willie,Movie,1928,Animation | Family | Kids,Disney+,TV-Y7,,,,
Stepsister from Planet Weird,Movie,2000,Comedy | Family | Science Fiction,Disney+,TV-G,,,,
Stitch! The Movie,Movie,2003,Animation | Comedy | Family,Disney+,G,,,,
Stonehenge Decoded: Secrets Revealed,Movie,2008,Documentary,Disney+,TV-PG,,,,
Stuck in the Suburbs,Movie,2004,Comedy | Coming of Age | Music,Disney+,TV-G,,,,
Sultan and the Rock Star,Movie,1980,Action-Adventure | Animals & Nature | Family,Disney+,TV-PG,,,,
Super Buddies,Movie,2013,Action-Adventure | Comedy | Family,Disney+,G,,,,
Swiss Family Robinson,Movie,1940,Action-Adventure | Family | Survival,Disney+,PG,6.2,919.0,US,tt0033124
TaleSpin,TV Show,1990,Action-Adventure | Animation | Kids,Disney+,TV-G,7.5,16848.0,IN,tt0098924
Tall Tale,Movie,1995,Action-Adventure | Western,Disney+,PG,5.9,4594.0,US,tt0111359
Tangled,Movie,2010,Action-Adventure | Animation | Family,Disney+,PG,7.7,532833.0,IN,tt0398286
Tangled Before Ever After,Movie,2017,Animation | Coming of Age | Fantasy,Disney+,TV-Y7,,,,
Tarzan & Jane,Movie,2002,Action-Adventure | Animation,Disney+,TV-PG,,,,
Teacher's Pet,Movie,2004,Animation | Comedy | Family,Disney+,PG,5.7,2043.0,GB,tt0350194
Teen Beach 2,Movie,2015,Fantasy | Musical,Disney+,TV-G,,,,
Teen Beach Movie,Movie,2013,Coming of Age | Fantasy | Musical,Disney+,TV-G,,,,
Teen Spirit,Movie,2011,Buddy | Comedy | Coming of Age,Disney+,TV-14,,,,
That Darn Cat,Movie,1997,Animals & Nature | Comedy | Family,Disney+,PG,4.7,5161.0,GB,tt0120317
That Darn Cat!,Movie,1965,Animals & Nature | Comedy | Family,Disney+,G,6.7,8570.0,AU,tt0059793
The Absent-Minded Professor,Movie,1961,Comedy | Family | Science Fiction,Disney+,G,6.7,9855.0,AU,tt0054594
The Adventures of André & Wally B.,Movie,1984,Animation | Kids,Disney+,TV-G,,,,
The Adventures of Bullwhip Griffin,Movie,1967,Action-Adventure | Comedy | Family,Disney+,TV-PG,6.4,1424.0,AU,tt0061333
The Adventures of Huck Finn,Movie,1993,Action-Adventure | Coming of Age | Drama,Disney+,PG,6.2,9722.0,IN,tt0106223
The Adventures of Ichabod and Mr. Toad,Movie,1949,Action-Adventure | Animation | Anthology,Disney+,G,6.8,19740.0,AU,tt0041094
The Adventures of Spin and Marty,TV Show,1955,Buddy | Coming of Age | Family,Disney+,TV-G,8.0,392.0,US,tt0047775
The African Lion,Movie,1955,Animals & Nature | Documentary | Family,Disney+,G,7.2,648.0,GB,tt0047803
The Apple Dumpling Gang,Movie,1975,Comedy | Family | Western,Disney+,G,6.4,7036.0,AU,tt0072653
The Apple Dumpling Gang Rides Again,Movie,1979,Comedy | Family | Western,Disney+,G,6.0,3513.0,US,tt0078790
The Aristocats,Movie,1970,Action-Adventure | Animation | Comedy,Disney+,G,7.1,122508.0,US,tt0065421
The Art of Skiing,Movie,1941,Animation | Comedy | Family,Disney+,TV-G,,,,
The Avengers: Earth's Mightiest Heroes,TV Show,2010,Action-Adventure | Animation | Kids,Disney+,TV-Y7,8.3,17640.0,ID,tt1626038
The Avengers: United They Stand,TV Show,1999,Action-Adventure | Animation | Kids,Disney+,TV-Y7,5.3,1242.0,SG,tt0203247
The Band Concert,Movie,1935,Animation | Family | Kids,Disney+,TV-Y7,,,,
The Bears and I,Movie,1974,Animals & Nature | Drama | Family,Disney+,TV-PG,6.1,637.0,CA,tt0071199
The Big Bad Wolf,Movie,1934,Animation | Family | Musical,Disney+,TV-Y7,,,,
The Biscuit Eater,Movie,1972,Animals & Nature | Drama | Family,Disney+,G,5.7,603.0,AU,tt0068276
The Black Cauldron,Movie,1985,Action-Adventure | Animation | Coming of Age,Disney+,PG,6.3,44176.0,US,tt0088814
The Black Hole,Movie,1979,Action-Adventure | Science Fiction | Thriller,Disney+,PG,5.9,29769.0,US,tt0078869
The Blue Umbrella,Movie,2013,Animation | Family | Kids,Disney+,G,,,,
The Book of Once Upon a Time,TV Show,2014,Animation | Anthology | Kids,Disney+,TV-Y,,,,
The Book of Pooh,TV Show,2000,Comedy | Kids,Disney+,TV-Y,6.3,570.0,GB,tt0274240
The Brave Little Toaster Goes to Mars,Movie,1998,Action-Adventure | Animation | Kids,Disney+,TV-G,,,,
The Castaway Cowboy,Movie,1974,Action-Adventure | Family | Western,Disney+,G,5.7,1048.0,SE,tt0071288
The Cheetah Girls,Movie,2003,Coming of Age | Drama | Music,Disney+,TV-G,,,,
The Cheetah Girls 2,Movie,2006,Coming of Age | Drama | Music,Disney+,TV-G,,,,
The Cheetah Girls: One World,Movie,2008,Comedy | Coming of Age | Music,Disney+,TV-G,,,,
The Christmas Star,Movie,1986,Crime | Drama | Family,Disney+,TV-G,6.2,911.0,AU,tt0090840
The Chronicles of Narnia: Prince Caspian,Movie,2008,Action-Adventure | Family | Fantasy,Disney+,PG,6.5,235894.0,IN,tt0499448
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,2005,Action-Adventure | Family | Fantasy,Disney+,PG,6.9,450447.0,ID,tt0363771
The Color of Friendship,Movie,2000,Biographical | Drama,Disney+,TV-G,,,,
The Computer Wore Tennis Shoes,Movie,1969,Comedy | Crime | Science Fiction,Disney+,G,6.0,6304.0,TR,tt0065566
The Country Bears,Movie,2002,Comedy | Music,Disney+,G,4.3,6483.0,US,tt0276033
The Emperor's New Groove,Movie,2000,Action-Adventure | Animation | Family,Disney+,G,7.4,242985.0,PH,tt0120917
The Even Stevens Movie,Movie,2003,Action-Adventure | Comedy,Disney+,TV-G,,,,
The Flood,Movie,2018,Animals & Nature | Documentary,Disney+,TV-PG,7.6,275.0,AU,tt9154632
The Fox and the Hound,Movie,1981,Action-Adventure | Animation | Buddy,Disney+,G,7.2,108330.0,ZA,tt0082406
The Fox and the Hound 2,Movie,2006,Action-Adventure | Animation | Buddy,Disney+,G,,,,
The Game Plan,Movie,2007,Comedy | Family | Sports,Disney+,PG,6.2,102640.0,PH,tt0492956
The Ghosts of Buxley Hall,Movie,1980,Comedy | Family | Fantasy,Disney+,TV-PG,,,,
The Goddess of Spring,Movie,1934,Animation | Family | Fantasy,Disney+,TV-Y7,,,,
The Golden Touch,Movie,1935,Animation | Family | Fantasy,Disney+,TV-Y7,,,,
The Good Dinosaur,Movie,2015,Action-Adventure | Animation | Buddy,Disney+,PG,6.7,136701.0,IN,tt1979388
The Great Muppet Caper,Movie,1981,Comedy | Crime | Family,Disney+,G,7.1,17915.0,US,tt0082474
The Greatest Game Ever Played,Movie,2005,Biographical | Sports,Disney+,PG,7.4,35486.0,NL,tt0388980
The Haunted Mansion,Movie,2003,Comedy | Family | Fantasy,Disney+,PG,5.2,60413.0,IN,tt0338094
The Hockey Champ,Movie,1939,Animation | Comedy | Family,Disney+,TV-G,,,,
The Hunchback of Notre Dame,Movie,1996,Action-Adventure | Animation | Family,Disney+,G,7.0,181206.0,ZA,tt0116583
The Hunchback of Notre Dame II,Movie,2002,Action-Adventure | Animation | Family,Disney+,G,,,,
The Imagineering Story,TV Show,2019,Docuseries | Historical,Disney+,TV-PG,8.9,3594.0,CA,tt9331982
The Incredible Journey,Movie,1963,Action-Adventure | Animals & Nature | Family,Disney+,G,7.0,5601.0,AU,tt0057180
The Incredibles,Movie,2004,Action-Adventure | Animation | Family,Disney+,PG,8.0,878383.0,HK,tt0317705
The Journey of Natty Gann,Movie,1985,Action-Adventure | Coming of Age | Drama,Disney+,PG,7.0,7536.0,AU,tt0089385
The Jungle Book 2,Movie,2003,Action-Adventure | Animation | Kids,Disney+,G,5.3,19195.0,AU,tt0283426
The Jungle Book: Mowgli's Story,Movie,1998,Action-Adventure | Coming of Age | Family,Disney+,G,,,,
The Legend of Mor'du,Movie,2012,Animation | Family | Fantasy,Disney+,TV-G,,,,
The Lion King 1 1/2,Movie,2004,Action-Adventure | Animation | Comedy,Disney+,G,,,,
The Lion King 2: Simba's Pride,Movie,1998,Action-Adventure | Animation | Family,Disney+,G,,,,
The Little Mermaid,Movie,1989,Animation | Family | Fantasy,Disney+,G,7.6,306796.0,KR,tt0097757
The Little Mermaid II:  Return to the Sea,Movie,2000,Animation | Drama | Fantasy,Disney+,G,,,,
The Little Mermaid:  Ariel's Beginning,Movie,2008,Animation | Drama | Family,Disney+,G,,,,
The Little Whirlwind,Movie,1941,Animation | Family | Kids,Disney+,TV-Y7,,,,
The Living Desert,Movie,1953,Animals & Nature | Documentary | Family,Disney+,G,7.3,1884.0,AU,tt0046008
The Lizzie McGuire Movie,Movie,2003,Comedy | Coming of Age | Family,Disney+,PG,5.6,44247.0,EC,tt0306841
The Lost Tomb of Alexander the Great,Movie,2019,Documentary | Historical,Disney+,TV-PG,,,,
The Love Bug (1969),Movie,1969,Action-Adventure | Comedy | Family,Disney+,G,6.5,18661.0,GB,tt0064603
The Many Adventures of Winnie the Pooh,Movie,1977,Animation | Kids | Musical,Disney+,TV-Y,7.5,42037.0,CA,tt0076363
The Million Dollar Duck,Movie,1971,Comedy | Family,Disney+,G,5.8,2882.0,US,tt0066728
The Mistle-Tones,Movie,2012,Drama | Music,Disney+,TV-PG,,,,
The Muppet Christmas Carol,Movie,1992,Comedy | Drama | Family,Disney+,G,7.8,77257.0,HK,tt0104940
The Muppet Movie,Movie,1979,Action-Adventure | Comedy | Family,Disney+,G,7.6,41742.0,AU,tt0079588
The Muppets,Movie,2011,Comedy | Family | Kids,Disney+,PG,7.1,99838.0,US,tt1204342
The Muppets (Series),TV Show,2015,Comedy,Disney+,TV-PG,7.4,7765.0,DE,tt4651824
The New Adventures of Winnie the Pooh,TV Show,1988,Animation | Kids,Disney+,TV-Y,7.6,5323.0,US,tt0165052
The Old Mill,Movie,1937,Action-Adventure | Animation | Family,Disney+,TV-Y7,,,,
The Olympic Champ,Movie,1942,Animation | Comedy | Family,Disney+,TV-G,,,,
The Parent Trap,Movie,1998,Comedy | Family | Romance,Disney+,PG,6.7,169327.0,EG,tt0120783
The Parent Trap (1961),Movie,1961,Comedy | Family | Romance,Disney+,G,7.2,25806.0,PH,tt0055277
The Pied Piper,Movie,1933,Animation | Family | Musical,Disney+,TV-G,,,,
The Plausible Impossible (Disneyland: 1954-58),Movie,1956,Documentary | Family,Disney+,TV-PG,,,,
The Poof Point,Movie,2001,Comedy | Coming of Age | Science Fiction,Disney+,TV-G,,,,
The Prince and the Pauper,Movie,1962,Action-Adventure | Coming of Age | Family,Disney+,G,6.3,501.0,GB,tt1836776
